split,patient,class_idx,class_name,gt_voxels,pred_voxels,dice,hd95,assd
val,Patient_01,1,esophagus,32335,21816,0.4258831785193256,12.906355630311932,3.9287783664921583
val,Patient_01,2,heart,365637,290452,0.8552742082247987,12.0,4.353351566651074
val,Patient_01,3,trachea,32009,33920,0.8230672389995298,20.985353721126106,4.541838413609051
val,Patient_01,4,aorta,106593,96968,0.7719258600616031,10.188949762641142,3.0258285479953
val,Patient_11,1,esophagus,21526,9984,0.310948905109489,29.342990377752084,6.2509501868952
val,Patient_11,2,heart,210666,197080,0.8315176605043336,22.24564457135153,6.348463431464413
val,Patient_11,3,trachea,9948,12680,0.6258617641859643,56.728124553176116,10.969017214798136
val,Patient_11,4,aorta,44984,27032,0.4867807153965785,25.0,6.569209376004488
val,Patient_15,1,esophagus,27084,10072,0.11492087415222306,29.339465215815903,11.430194169712106
val,Patient_15,2,heart,546464,576752,0.8791363370892152,12.5,4.616357989706687
val,Patient_15,3,trachea,36293,41664,0.4575342817194094,122.9891064829869,25.255543929201473
val,Patient_15,4,aorta,232063,19768,0.13689339279119728,65.3910545606939,22.93739422474988
val,Patient_17,1,esophagus,12515,10180,0.32694426085040756,44.35954631108251,7.3091860865418345
val,Patient_17,2,heart,223397,174652,0.821964130044291,23.02372330069786,5.786988411031639
val,Patient_17,3,trachea,14747,19260,0.5464169141647308,95.72503664578649,12.543731199202911
val,Patient_17,4,aorta,57769,25788,0.5499958112426248,54.28612852803519,6.5914828973487385
val,Patient_19,1,esophagus,14990,5180,0.31522062469013384,108.30224884954151,16.943255340258663
val,Patient_19,2,heart,359425,185832,0.6673807030446193,26.31516142756834,10.997342464902994
val,Patient_19,3,trachea,20136,2520,0.045021186440677964,127.62074143029696,42.4896741458382
val,Patient_19,4,aorta,70543,14656,0.29448702449559266,42.77619559896301,12.877080222828234
